00000000.jpg,1173.0574,713.16626,-438.6666,1161.7191,682.64056,-366.5182,1161.0397,681.49725,-366.70187,1159.7563,679.985,-366.87787,1152.3103,683.16534,-456.82983,1144.3903,682.63727,-456.9769,1135.745,682.4433,-456.77167,1122.1346,690.55975,-61.20934,1089.4226,697.03,-478.67288,1167.1562,746.4472,-330.49866,1153.2125,750.1147,-451.23947,1206.6982,869.9248,63.643562,917.71594,872.0734,-512.3137,1456.6643,878.0759,89.91126,681.1386,919.3943,-662.44666,1636.9792,861.9226,-201.74113,472.6317,929.28,-850.6405,1693.8983,857.2143,-256.365,399.7613,931.0502,-923.0196,1697.6185,849.63727,-361.7311,395.71826,925.67664,-1007.305,1675.0088,853.1544,-269.04764,422.06763,927.7656,-899.66614,1133.4708,1319.3483,166.41678,953.6864,1320.3135,-166.36958,1453.0468,1338.3278,-227.59955,702.7385,1511.3759,-330.7571,1460.7069,1680.7576,3.5841603,422.7157,1696.03,-228.13765,1424.1819,1732.008,10.00272,373.34625,1731.5588,-236.3783,1592.6575,1742.0215,-222.57983,419.703,1773.9685,-559.0891
00000001.jpg,578.8153,105.19629,-382.57242,593.8921,92.4756,-374.4018,599.96295,91.97548,-374.36688,606.4541,91.53344,-374.40152,581.8543,93.35481,-350.1777,579.35187,93.54892,-350.29858,577.1878,93.59008,-350.28162,626.0471,98.80182,-286.33395,591.63824,98.07278,-165.76933,592.1526,119.62663,-348.72528,576.1895,118.98545,-314.01825,691.19086,187.59804,-223.96875,544.0375,169.59515,-60.453777,806.92017,179.16495,-296.12143,436.57416,164.52016,-24.10669,917.0714,170.82094,-430.18774,321.31885,157.98993,-201.02646,950.80914,174.02533,-464.14493,289.49863,151.64867,-236.34512,953.3657,169.77347,-512.3504,285.72327,150.10733,-292.3692,941.951,169.59482,-458.47983,295.69702,155.31113,-235.6265,645.0018,400.72992,-72.94051,552.58203,389.69144,72.86699,768.60675,499.5797,-215.1324,401.02994,438.40607,-202.48944,874.2631,604.68317,6.0974255,393.26746,600.1894,-1.2487917,883.448,620.3422,18.493113,412.5814,627.701,10.150937,886.77924,654.1424,-181.7886,312.91592,633.5129,-136.30035
00000002.jpg,880.0687,705.59314,-329.46964,902.10254,675.4488,-346.2798,910.5204,674.6004,-346.1598,918.8267,674.02014,-346.10275,891.7299,676.00586,-262.4835,892.2713,675.229,-262.62915,893.05914,674.2796,-262.48163,970.00586,688.9282,-362.57275,936.5474,686.6075,33.923298,898.68024,733.7023,-338.08994,885.3489,737.50415,-222.76683,1133.4694,867.2948,-348.58765,848.7517,866.0056,107.646835,1374.5983,913.9097,-465.1762,620.1378,879.2145,183.06879,1585.654,932.91797,-686.4553,426.45837,854.85,-179.24593,1645.9918,930.96155,-765.5609,361.6764,852.9998,-254.5577,1652.3633,921.0348,-854.162,361.1023,845.9479,-356.60544,1627.6184,922.6097,-741.65607,381.4245,850.5576,-248.63313,1101.4333,1326.182,-198.51515,919.14307,1308.026,198.46599,1362.1802,1516.0121,-407.29105,607.178,1354.5422,-156.58585,1628.3691,1699.5773,-173.65202,604.7667,1675.7107,149.3118,1666.9824,1731.9796,-164.60484,637.4164,1723.9945,166.71355,1651.3591,1773.2726,-513.2916,468.69055,1739.0565,-20.329826
00000003.jpg,472.66266,74.10355,-201.01012,488.54904,63.430973,-193.61713,493.13168,64.170525,-193.56685,497.59726,65.1147,-193.53053,480.26495,62.161915,-170.77129,479.249,61.82158,-170.88597,478.45905,61.407497,-170.93579,512.6967,76.916214,-146.97028,489.6863,72.05496,-36.52741,479.99185,89.9364,-185.73566,469.9338,87.67962,-154.02145,566.99713,161.77669,-149.0471,443.96326,152.28574,5.387575,667.13745,152.01952,-211.94823,342.79187,147.80014,15.7014,747.35114,149.96608,-319.46198,249.19458,147.52637,-120.63389,775.7801,156.65561,-348.04312,218.4032,149.07718,-147.39622,780.01514,154.12141,-383.46042,216.63943,147.55441,-190.99149,769.385,152.88797,-343.14844,224.7284,149.33665,-148.90443,562.8514,358.1728,-81.04162,481.3127,352.16248,80.833466,674.63385,441.37717,-176.55203,340.34058,374.6107,-115.06555,789.57404,523.11456,-33.779644,328.12473,519.7699,21.075836,802.76733,532.1397,-26.285717,345.16693,547.2702,28.32742,801.3977,562.8135,-186.22519,258.3135,546.9965,-66.55937
00000004.jpg,1552.6178,270.87173,-559.39844,1585.8253,228.04721,-577.48145,1599.3339,227.26234,-577.4859,1613.267,226.38263,-577.66516,1566.869,228.35492,-477.4193,1565.474,227.47232,-477.77444,1564.2433,226.20885,-477.82144,1687.0693,243.50912,-515.5386,1620.069,241.11816,-41.473686,1578.7198,314.55585,-530.9596,1555.0587,312.0586,-393.59525,1897.3967,502.27618,-373.58035,1490.787,469.1833,56.833565,2263.349,466.02225,-626.64764,1156.5548,475.98486,85.88905,2595.7458,441.50183,-906.62494,809.91565,437.4699,-395.79553,2693.0461,440.64322,-986.90686,709.7803,421.89203,-484.39084,2709.7327,432.20282,-1115.4666,694.8715,414.75797,-629.0174,2672.261,438.34418,-985.275,731.3087,426.7698,-489.02518,1762.4801,1172.3967,-185.369,1500.453,1154.3698,185.16167,2097.2295,1430.644,-316.1052,1038.2881,1316.4056,-535.70575,2385.1506,1698.5421,533.9044,895.10315,1799.0006,-120.68765,2408.703,1737.6632,602.18024,931.18976,1878.2391,-98.34569,2486.317,1792.6705,237.59488,648.0394,1900.8849,-472.19354
00000005.jpg,1180.3784,201.3322,-364.7825,1160.4209,167.67595,-306.17868,1158.0201,166.87921,-306.34604,1155.4021,165.94629,-306.52673,1152.3473,168.18681,-372.00018,1145.2257,168.07791,-372.2139,1138.1594,167.99971,-372.29092,1115.0835,182.7728,-50.65769,1090.0824,186.51642,-358.29935,1174.8383,232.61703,-272.207,1164.286,234.41847,-361.24484,1203.9741,365.98114,55.74564,929.9926,369.4644,-376.31723,1442.5764,330.86783,46.769207,687.1985,355.25095,-431.78186,1643.1416,313.74927,-239.8948,469.08148,349.92026,-467.31976,1716.4286,310.029,-275.83337,402.38165,341.88455,-498.35303,1729.8588,307.7313,-379.96878,393.4176,338.98196,-574.7861,1703.766,312.82632,-305.15213,413.6844,346.0701,-509.81992,1130.4967,846.0229,119.62074,943.9545,836.54706,-119.54325,1441.9805,975.021,-258.24606,729.3246,1062.7085,-146.3416,1497.1581,1293.4575,-71.58033,508.7542,1284.784,199.18442,1462.4353,1356.6436,-69.09704,500.3012,1314.1663,212.78677,1656.7009,1344.9698,-350.1108,427.64368,1369.8203,-119.44662
00000006.png,547.3966,204.70728,-295.59085,546.9937,190.35114,-256.01428,548.93915,190.41904,-256.09067,550.7318,190.43634,-256.22,536.62134,190.73515,-278.06024,530.7179,191.2971,-278.1352,524.1562,191.79941,-278.06143,543.6686,196.6366,-93.530655,502.79922,198.47237,-195.80063,548.9411,221.60535,-241.2009,535.846,223.36629,-270.60962,589.33734,278.06824,-69.49658,440.13498,290.2069,-176.00566,704.2079,269.56967,-99.11307,337.34296,307.34424,-255.87885,811.5423,260.42035,-225.70152,225.59467,295.9897,-359.63037,847.16595,264.62555,-256.65146,187.78441,299.98932,-384.01114,851.6646,261.52875,-298.16708,185.94746,297.26007,-431.78888,838.67035,262.39844,-255.06764,198.0627,297.78796,-388.8813,560.11017,503.33386,28.608149,460.72067,510.3664,-28.619606,720.2157,531.9479,-208.40433,346.8067,603.3984,-86.4065,728.25964,697.49054,-2.7131279,218.94324,687.95984,54.111416,709.06104,725.24585,8.393425,207.79143,700.7338,58.01044,806.0471,734.6242,-124.551865,181.96739,729.6632,-94.950874
00000007.png,909.5811,151.2182,-543.9977,934.6582,127.53703,-526.10455,946.6932,127.51277,-526.02704,958.94666,127.87153,-526.04065,913.82684,127.78373,-479.816,910.3694,128.1075,-480.00613,906.8276,128.35454,-479.9526,1001.6463,145.35506,-391.78848,935.48364,142.3681,-168.99731,930.0006,182.33539,-496.76166,904.8919,181.92627,-432.209,1142.7938,320.14813,-331.86832,845.71844,300.95688,-53.160835,1369.7034,301.30875,-429.83884,624.6428,297.87946,-52.22785,1561.7183,288.14407,-662.72144,419.65457,271.23184,-381.8024,1625.9786,291.53287,-721.1918,353.68652,273.63953,-452.2866,1628.3143,285.3774,-809.72736,349.37976,265.41592,-543.60016,1606.4065,286.90714,-715.4335,373.63196,266.88528,-442.93707,1128.5852,722.42487,-133.40352,945.6147,729.7118,133.17894,1360.2272,922.7754,-403.278,660.74963,837.5739,-321.91043,1573.2576,1142.885,-92.988045,671.72815,1164.2064,13.299595,1581.3334,1175.6288,-79.56223,707.14484,1203.6093,30.400515,1612.3334,1216.2474,-423.13382,520.2839,1219.5969,-199.516
00000008.jpg,274.70993,164.58682,-183.71413,283.47565,155.33835,-180.88327,286.72464,155.07822,-180.86143,290.37198,154.79428,-180.86688,278.76312,155.45114,-159.05318,278.37186,155.35535,-159.12428,278.07184,155.2443,-159.106,307.2019,159.58728,-148.67067,291.295,160.575,-45.07851,282.2546,175.44809,-173.00642,275.79117,175.41287,-142.99846,356.90506,226.90883,-130.99828,258.93433,221.88219,-5.0032086,444.13083,222.18004,-173.92958,182.36331,223.45995,8.753832,519.06464,215.18588,-251.16875,111.86011,212.87918,-119.40865,537.72003,210.65694,-275.41898,90.087616,207.58862,-144.02553,539.9243,207.57475,-304.70813,88.82634,204.95464,-177.82349,533.57996,210.70638,-270.04303,94.71495,208.72884,-141.84097,344.2324,377.34344,-58.977165,281.2019,374.83112,58.833157,441.50095,448.7764,-112.86516,165.43251,383.7242,-103.36112,534.68976,507.58603,26.20585,154.80939,501.62308,9.897779,543.5336,516.9365,35.92008,167.44879,523.6591,16.590412,561.58905,529.7935,-76.67281,99.985306,523.8616,-61.771217
00000009.jpg,461.85638,186.31747,-414.2893,469.93903,168.35904,-388.5989,475.0731,167.53297,-388.6302,481.31686,166.65176,-388.6528,451.9387,169.00601,-382.8364,445.2478,168.87582,-382.9124,438.88156,168.85164,-382.84528,490.39273,167.48354,-222.4245,429.63736,170.79161,-187.33124,474.05838,200.64456,-351.8599,452.02792,202.95544,-341.87158,542.07306,253.41335,-159.77325,386.7282,250.69887,-47.91012,663.74536,251.57913,-191.3994,283.23523,251.81177,-16.339287,769.4962,252.66437,-381.59216,169.83485,235.87341,-205.08763,806.8269,256.57474,-418.21136,129.89891,233.36823,-245.71729,811.1632,252.40013,-474.89398,125.79861,230.76172,-301.49985,797.60706,252.9796,-414.88327,138.51062,234.01811,-239.48671,516.7623,486.90253,-79.932106,421.35852,480.41525,79.72881,644.18646,598.5524,-211.875,257.6751,522.3624,-118.88154,770.69684,721.9478,-73.16161,230.92125,700.3715,73.36369,789.0788,738.16907,-70.15376,245.58084,728.42316,83.11243,749.9746,754.4754,-281.7145,144.40645,727.74335,-41.541885
