0.jpg,pushups_up,268.07654,142.23874,-70.28446,273.55472,139.45818,-66.68003,273.9519,138.8956,-66.69389,274.33478,138.35185,-66.70841,273.45636,138.80278,-82.18051,273.74857,137.77644,-82.22967,274.02692,136.78926,-82.25189,274.0214,130.37497,-35.976395,273.31937,129.50438,-105.61016,264.94385,140.27061,-56.014942,264.68173,139.37721,-76.509186,249.73282,126.78339,21.256775,248.7466,124.197586,-136.90202,246.1245,180.978,24.662888,247.39867,186.06252,-163.49133,249.26718,222.67722,-5.8312187,255.24573,243.48308,-164.15419,257.9036,226.56958,-6.0931697,264.31543,249.06105,-190.35893,258.8006,228.63135,-26.486229,266.60202,246.9724,-173.79715,255.50436,229.63324,-15.811707,262.51755,245.31425,-159.0663,183.60973,147.60394,49.540855,182.19621,148.63144,-49.52589,140.45343,192.81894,59.902664,137.47285,196.10051,-43.29301,85.09731,211.99997,100.10341,79.21807,216.39368,-27.400084,73.23575,210.09532,102.39368,64.04434,214.4792,-29.39814,88.281235,238.21886,76.223366,81.42631,244.97597,-67.50995
1001.jpg,pushups_up,270.0471,72.818726,-508.81082,275.55997,60.930794,-507.41418,278.79385,59.27631,-507.4026,281.8683,57.293003,-507.4879,266.10504,61.550766,-506.52466,262.98715,58.911644,-506.59225,259.79883,56.934288,-506.64804,288.44064,43.852375,-434.8887,247.6606,53.39935,-432.17413,275.3588,77.71965,-476.30054,264.91174,77.1778,-475.498,315.04907,81.836716,-355.00458,229.43933,79.53763,-345.20145,321.1527,182.07521,-354.56125,224.95331,173.40407,-340.468,328.3473,266.16266,-379.0219,211.70615,254.27292,-359.8743,338.89853,283.70142,-412.6604,198.73535,269.91745,-392.76157,326.3437,286.62054,-429.64825,212.9108,273.5262,-407.95166,321.58185,280.4857,-388.34042,218.6205,266.1868,-368.93542,291.77325,135.32283,-2.7572317,246.04108,136.25618,2.6014931,286.00067,151.89922,271.13968,248.87997,150.92567,261.8159,286.7052,133.14761,540.6485,254.29199,139.30322,530.5828,284.8179,127.73446,567.74976,254.77885,132.17879,557.7631,290.2262,146.94113,525.81213,254.38133,153.91847,509.78265
1005.jpg,pushups_up,104.30796,204.90276,-134.13783,95.78762,197.86955,-151.4423,95.53591,196.17937,-151.43907,95.31762,194.33604,-151.4482,95.75938,198.97734,-130.56236,95.480316,198.10251,-130.60384,95.19729,197.09596,-130.60968,99.060974,181.74214,-186.00375,98.47135,184.85919,-92.1748,111.85558,201.97055,-141.7515,111.65182,203.39577,-114.23065,125.617615,183.37607,-210.3771,138.97449,168.60956,-9.693824,126.023834,268.04376,-232.26538,145.1557,234.17722,36.78172,118.211494,343.75708,-226.14032,138.35463,295.9956,23.340117,105.17856,376.38583,-258.82288,132.93321,302.1596,29.803827,100.87963,374.5493,-236.16531,130.8869,304.28647,2.646881,107.93644,363.31152,-217.76773,132.85275,304.2205,13.145049,226.8389,220.52158,-63.992737,227.58812,202.18793,63.901566,284.78717,272.78632,-4.0982094,281.1192,251.19897,177.69931,356.16977,306.25464,52.522354,340.60742,280.2162,292.64423,375.6511,304.1951,56.723923,358.76392,278.32355,305.81808,345.7785,343.40723,29.00273,331.62888,311.47308,298.3589
1006.jpg,pushups_up,264.05374,295.75525,-159.81178,266.0782,290.92685,-151.15315,266.0348,290.47598,-151.2022,265.99725,289.95416,-151.26117,265.5886,290.31866,-169.31812,265.16833,289.48712,-169.3505,264.69287,288.54138,-169.3983,261.8191,284.6635,-99.275665,260.032,283.53333,-181.53738,260.34476,296.5676,-138.06848,259.93,295.61664,-162.0817,243.70215,292.547,-36.143604,240.29202,285.19296,-194.0531,237.6123,331.48138,-27.287678,237.99986,328.79562,-235.67229,241.60062,370.6648,-74.56459,242.42377,372.72733,-254.99292,247.50781,377.77277,-79.858574,246.84186,381.47513,-283.82837,249.2961,377.93756,-99.92203,248.98897,380.24915,-272.63275,247.04369,375.94922,-84.92525,247.39062,377.84637,-252.20746,190.6642,311.2919,46.54838,184.33145,297.6891,-46.539673,161.57915,347.79944,2.9694688,156.46382,338.2081,-108.1281,115.30163,370.0207,33.281136,109.97158,368.8144,-68.56169,106.669586,370.27112,34.25204,100.677246,367.9148,-67.56941,117.03501,388.66928,-8.982147,113.0518,389.3646,-121.54758
1007.jpg,pushups_up,299.9124,45.68676,-284.37152,304.14368,33.36323,-275.77902,305.06155,33.74694,-275.87408,305.61768,33.976265,-276.00064,298.34134,29.605022,-294.00287,295.07397,27.30174,-294.06122,292.20712,25.609098,-294.10815,291.58917,31.469547,-226.10649,272.67337,24.096893,-307.66913,293.70874,58.402294,-263.12366,287.86026,53.722496,-286.6259,261.31268,94.62473,-157.1285,209.09311,54.061623,-321.78354,244.66605,198.87108,-132.1177,169.31377,185.45946,-323.1692,249.32753,299.52985,-122.42231,172.20993,307.43094,-310.00305,263.8651,309.86975,-137.2676,172.34589,326.2124,-344.27295,261.55392,313.11713,-155.67108,186.35881,326.00635,-348.62643,256.32864,310.93903,-132.23288,185.60297,320.73462,-313.63434,186.84363,176.10475,43.141594,145.40115,160.51904,-43.122463,142.89645,232.70314,215.21176,95.37117,224.05127,120.642204,87.60878,255.95428,407.682,54.41739,260.1389,324.93533,75.85987,253.98135,425.36905,42.43453,256.38065,342.4023,80.91431,287.99228,394.76837,56.781174,298.83353,288.4489
1008.jpg,pushups_up,160.94202,184.14944,-397.6862,160.20369,173.80606,-404.38632,162.34818,171.76114,-404.36914,164.64264,169.58192,-404.40616,155.22992,175.98547,-394.2272,153.74753,175.56621,-394.3211,152.26024,174.91277,-394.3837,173.64307,156.08595,-375.40085,156.83482,163.87329,-332.52438,169.78123,184.8755,-380.66412,164.15915,187.51224,-368.11523,220.37547,155.32063,-335.26422,160.24802,166.96431,-249.48376,244.50175,253.19482,-335.71,171.91315,236.93341,-206.87509,252.65306,336.64023,-349.03036,175.14886,310.836,-243.21236,253.22272,353.61163,-390.0691,164.97919,324.05798,-265.3046,245.53285,351.46008,-391.67358,169.67268,324.6383,-287.35706,244.5827,346.3418,-352.73602,175.36337,320.83926,-253.72359,254.96608,200.03249,-40.090034,220.37357,196.9354,39.848824,266.54382,225.73062,183.99318,246.0523,224.85834,252.7841,286.05862,234.8363,399.6008,263.42242,242.49115,481.24344,286.98373,230.71405,420.4339,268.3957,239.55801,504.12585,278.56815,261.3479,386.9204,265.2829,264.89755,469.6354
1009.jpg,pushups_up,194.54773,87.20041,-543.95245,200.51192,76.364365,-540.6217,204.34239,75.7884,-540.61597,208.4316,74.77028,-540.66473,190.7799,74.8807,-539.84424,187.16818,73.46789,-539.92957,183.89032,72.04409,-539.9857,216.16753,68.28939,-453.83353,178.23169,65.722885,-453.92996,199.3624,95.94014,-506.5441,188.70691,94.14939,-506.55695,235.93341,99.480705,-358.76746,153.76804,90.67834,-356.96362,242.30194,176.74916,-350.3394,143.31696,168.21158,-341.2031,244.20224,245.69035,-387.13217,134.304,236.4786,-382.55136,253.61156,262.01614,-421.2011,126.080475,252.7396,-418.9282,243.33565,262.80377,-441.83368,135.63116,254.17924,-435.97018,237.6437,257.94858,-397.68628,142.65648,246.48889,-392.0436,210.37407,149.65765,1.094378,174.90182,148.1651,-1.2222703,209.63107,183.2203,255.94432,177.99292,180.4892,229.59294,211.58064,158.94891,509.4605,179.82549,164.5586,478.97797,210.73592,152.7176,535.30396,180.77661,160.16861,504.5875,212.09726,170.08476,493.88504,178.828,174.05869,455.8969
1010.jpg,pushups_up,317.1269,153.20113,-48.381912,323.98447,146.54103,-44.49946,323.94995,145.78163,-44.519997,323.9639,144.73958,-44.565742,324.41275,144.30858,-62.666004,324.55627,142.14627,-62.649723,324.66406,139.79007,-62.620068,319.7935,133.06021,-14.395106,319.70438,129.75606,-96.93483,308.63702,151.00243,-33.704247,308.74585,148.366,-57.297398,272.55096,133.54701,35.070927,280.745,134.1138,-125.12159,259.60596,191.9038,52.392654,270.9028,214.92838,-138.29564,271.59302,248.14253,33.927834,280.02756,298.52258,-105.40318,277.77548,253.32167,32.28869,290.9986,314.6626,-122.743195,279.5648,254.6014,14.716195,294.75793,310.95905,-113.643555,277.08817,255.41853,25.6527,289.89288,305.37076,-102.163475,181.49126,190.35019,48.17923,179.60498,202.11165,-48.297825,117.570145,222.0073,107.76968,108.95625,245.85085,2.895663,50.86719,237.56468,165.52667,38.010014,255.6409,63.61964,36.242798,230.55508,170.28505,22.888805,246.21527,67.87587,50.71089,266.30408,159.87434,34.812073,284.44885,43.89555
1011.jpg,pushups_up,131.20538,157.5724,-557.40356,135.04617,147.17429,-551.8931,138.09308,145.46259,-551.9074,140.9589,143.32559,-551.95,125.05803,148.33426,-554.7353,121.415375,147.29831,-554.8113,118.0616,145.66888,-554.87823,149.55595,128.71887,-463.88416,110.17814,134.50352,-479.4187,135.6822,160.94788,-519.60626,125.364006,161.9021,-524.11224,168.50916,149.75386,-375.00815,76.084206,156.99971,-388.6201,177.96048,240.47214,-373.12085,80.0044,256.02673,-401.44864,191.89882,313.72702,-404.51648,73.151405,345.0535,-420.1504,200.64291,330.02615,-439.57877,64.19376,366.51202,-457.73962,192.21048,330.94623,-459.10052,76.351,367.41443,-470.54922,186.41661,326.14825,-414.57767,82.433105,359.5186,-427.88272,142.37482,195.1039,0.93174106,96.61385,206.8357,-1.0889794,143.56409,241.13365,250.05116,104.39986,238.88098,244.91412,142.16809,206.41647,525.92645,104.31007,212.60168,503.31647,138.40161,198.53998,553.7826,109.0058,214.6513,529.26807,150.12794,215.0839,528.3999,110.69116,236.69688,491.9532
1014.jpg,pushups_up,346.65796,125.81184,-98.70962,355.14404,122.46198,-91.43895,355.18564,122.639145,-91.48937,355.19467,122.77992,-91.56049,355.39172,118.62696,-110.209435,355.48218,116.05601,-110.195465,355.47745,113.17266,-110.21925,352.24103,112.52746,-40.04054,351.78348,101.08843,-126.52867,338.96072,123.652725,-75.99322,338.71527,119.54494,-100.97888,302.82755,122.214005,22.609045,313.77304,86.21097,-155.32845,294.69763,201.62329,47.266926,303.96448,170.93105,-176.026,300.22867,281.72693,16.808481,320.78418,262.93045,-155.45274,308.80075,295.6259,13.844145,324.8585,284.5021,-173.28188,311.36572,298.19455,-8.720968,333.40128,283.58466,-165.3612,307.13705,296.2473,5.9754558,329.20328,275.29767,-152.00241,203.34816,163.8778,54.244175,194.15425,147.29239,-54.363686,125.11754,203.90619,83.75171,122.658516,205.00865,-32.591206,43.523003,212.9956,131.7215,36.23169,218.68275,13.439935,31.993687,200.74751,134.83147,22.150072,211.71228,15.094002,36.716705,251.57396,110.06332,30.330267,260.19427,-32.639313
